insight id,Date,insight title,insight description,Category_ML,Product_Clean,hcp,hco,country,Territory,created by,voting,Is_Actionable,Cat_Access_And_Policy,Cat_Competitor_Intelligence,Cat_Medical_Education_&_Practice,Cat_Operations_And_Diagnostics,Cat_Stakeholder_Mapping,Cat_Strategic_Partnership,Cat_Promotional_Activity
a3XS7000000gFkDMAU,3/15/2026,Response to Tecentriq in 2L NSCLC after a one-year treatment interruption,the patient remains in response despite discontinuation of Tecentriq for one year due to a gastrointestinal adverse event.,Medical Education & Practice,Tecentriq,"Ayadi, Ines",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,1
a3XS7000000gFnRMAU,3/15/2026,Sfax Pulmonology Department included in The pembro biosimilaire 1L NSCLC Study,The department has started patient recruitment in the clinical trial of a pembrolizumab biosimilar in first-line NSCLC,Competitor Intelligence,General/other,"Ayadi, Ines",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,1,0,0,0,0,0
a3XS7000000gFttMAE,3/15/2026,Request to organize nurse training on Roche onco product produ,"Nurses need training sessions on the practical use and preparation/administration of Tecentriq, Kadcyla, and Perjeta.",Medical Education & Practice,"Kadcyla, Perjeta, Tecentriq","Khanfir, Afef",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000gG1xMAE,3/15/2026,MoH prioritize 5 therapeutic areas for the ATU Project,"The Tunisia MoH has decided to prioritize five therapeutic areas for the ATU reform pilot project, namely: lung cancer, breast cancer, bladder cancer, digestive cancers, and ovarian cancer, as these areas account for the highest share of budget consumed through exceptional access requests (recours).",Access & Policy,General/other,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000gG5BMAU,3/15/2026,Tunisia ATU therapeutic guidelines have been finalized,The first version of the therapeutic protocols related to the prioritized disease areas for the ATU program has been completed and submitted to the Ministry of Health Tunisia for review and endorsement.,Access & Policy,General/other,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000gGA1MAM,3/15/2026,unlock a dedicated fund to support ATU access.,"According to our experts, there is a glimmer of hope for the launch of the ATU program, as the Ministry of Health Tunisia and the Ministry of Social Affairs Tunisia have reached an agreement to unlock a dedicated fund to support ATU access.",Access & Policy,General/other,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000gGDFMA2,3/15/2026,Neesd to engage PCT to unblock the reimbursement of Phesgo,"According to our experts, it will be important to engage the Pharmacie Centrale de Tunisie (PCT) to unblock the reimbursement of Phesgo. Several points still need clarification, particularly regarding the future tender process once a biosimilar of Perjeta becomes available on the market, and whether Perjeta IV will remain available or not.",Access & Policy,Phesgo,"Khanfir, Afef",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000gImvMAE,3/16/2026,More No PCR patient in Sfax after neodjuvant ttt with Trastuzumab,As the access to double blocage in eBC is challenging in Sfax ( Recours process is so long) the expert report that we have more and more patients with No PCR after the Trastu neoadjuvant,Medical Education & Practice,"Kadcyla, Perjeta","Toumi, Nabil",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000gfgHMAQ,3/18/2026,5 Patients under Lorlatinib through the CUP,"In the main Lung Cancer center , Ariana, we have 05 Patients under lorlatinib through the CUP",Competitor Intelligence,General/other,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,1,0,0,0,0,0
a3XS7000000gfl7MAA,3/18/2026,active NSCLC patient recrutement in Pembro biosimlair study in SOMA,SOMA (onco medical departmemnt in ariana) continue the Patient NSCLC 1L recrutement in the pembro biosimlair study,Competitor Intelligence,General/other,"Mejri, Nesrine Turki",Hôpital Abderrahmen Mami De Pneumo-Phtisiologie - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,1,0,0,0,0,0
a3XS7000000gfoLMAQ,3/18/2026,Possibilty to introduce Phego in the national ATU program,"as part of ATU Working group , Dr Balti confirmed as long as we don't have phesgo reiumbursed in the market patients can have access throught the ATU , the ATU process still unclear waiting to have MoH guidlines.",Access & Policy,Phesgo,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000gftBMAQ,3/18/2026,ATU Selection criterea define by the expert committee,"The ATU experts commitee has defined the selection criterea for the innovative ttt which should be included in the ATU lis: like the gravity of the diease, the availble ttt option in the country the efficacy and cost.",Access & Policy,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000hXYcMAM,3/27/2026,No prescription of Perjeta in the neoadjuvant setting,"due to delays in reimbursement approvals, there is currently no use of dual HER2 blockade in the neoadjuvant setting. Patients are unable to initiate treatment with Perjeta on time. Only indigent patients have access through an access program.",Access & Policy,Perjeta,"Khanfir, Afef",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000hXbpMAE,3/27/2026,need to train CNAM controllers and CNSS pharmacists in the southern region,"Oncologists have expressed the importance of educating CNSS pharmacists about our products, as well as CNAM medical controllers in the south—particularly the CNSS pharmacist in Medenine.",Access & Policy,Kadcyla,"Zidi, Zied",Cabinet Dr Zied Zidi,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000hXiHMAU,3/27/2026,Delays in access to Kadcyla,"physicians are raising concerns about significant delays in initiating treatment with Kadcyla. On average, patients in the southern region experience delays of up to 4 months, which exposes them to increased risk",Access & Policy,Kadcyla,"Zidi, Zied",Cabinet Dr Zied Zidi,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,1,0,0,0,0,0,0
a3XS7000000hYG9MAM,3/27/2026,Only 20–25% of patients achieve pCR after neoadjuvant treatment with trastuzumab,"in sfax , As trastuzumab is the only available option in the neoadjuvant setting due to limited access to additional therapies, the pCR rate does not exceed 25%.",Medical Education & Practice,General/other,"Khanfir, Afef",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000hYKzMAM,3/27/2026,good response in a HCC patient treated with Tecentriq + Beva,The team reported a good response in a patient with HCC treated with Tecentriq in combination with bevacizumab.,Medical Education & Practice,Tecentriq,"Khmiri, Souhir",Hôpital Habib Bourguiba de Sfax - Oncology Dept,Tunisia,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS7000000hZs9MAE,3/28/2026,Dr Mehdi Balti new Head of service,Dr Balti confirmed that he will be the new head of oncology service in the military hospital after Dr Haddaoui.,Access & Policy,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,1,0,0,0,0,0,0
a3XS7000000hZvNMAU,3/28/2026,STOM congress: Roche symposiums,"For the upcoming STOM congress, Roche aligned with Dr Balti to invite two experts:
- Dr Hervé Lena for Lung Cancer
- Pr Paul Henry COTTU for breast cancer",Medical Education & Practice,General/other,"Balti, Mehdi",Hôpital Militaire de Tunis - Oncology Dept,Tunisia,Oncology,Ayoub Timoumi,0,1,0,0,1,0,0,0,1
a3XS7000000iJYPMA2,4/3/2026,"PIK3CA Testing not available in Libya, option to perform the test outside",The experts that the PIK3CA not availble in Libya and they can perform the test outside the country as an optrion,Medical Education & Practice,Itovebi,"ABOGREN, Muna",University Tripoli Hospital,Libya,Oncology,Zeineb Jaafar ep Hafsa,0,1,0,0,1,0,0,0,0
a3XS70000004ajFMAQ,8/26/2024,Libyan neurologists participation in Menactrims Maghriban days 2024,"Dr Riadh Gouider informed Roche team that 25 Libyan Neurologists will be invited in person to participate to the Menactrims Maghrebin days planned for 4 and 5 octobor 24, some pharma ( merck and new bridge will invite dr) -",Competitor Intelligence,General/other,"Gouider, Riadh",Hôpital Psychiatrique Razi - Neurology Unit,Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,2,1,0,1,0,0,0,0,0
a3XS70000009IddMAE,1/22/2025,Centralisation of Ocre & All HET request treatment (in 3 districts),"After decentralisating all MS treatment drug requests in Mars 2024 , the process become centralized for HET again , in Tunis, Sfax and Sousse 
This decision will prolonge the request treatment timelines ; but according to pr Ben Sassi it is a very good decicion because Appel increased so much after the decentralisation",Access & Policy,Ocrevus,"Ben Sassi, Samia",Institut National de Neurologie de Tunis,Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,1,1,1,0,0,0,0,0,0
a3XS70000009IgrMAE,1/22/2025,Competitive Intelligence : kesimpta price,"According to Dr Ben Sassi the price of Kesimpta is still 15% more expensive than OCRE.. so there will be negotiations during reimbursement - Delay in Kesimpta Reimbursment 
contradictory information with that of the PCT.. get more information from HA and experts",Competitor Intelligence,General/other,"Ben Sassi, Samia",Institut National de Neurologie de Tunis,Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,1,1,0,1,0,0,0,0,0
a3XS70000009IiTMAU,1/22/2025,Kick off meeting Clarum Neuro diseases and onco,"According to pr ben sassi, it is a good idea to launch clarum neuro diseases with 4 diseases : strok , ms , nmosd and sma then work on 12 pathologies in total . She will prpose this suggession during the meeting",Access & Policy / Strategic Partnership,Non-Product,"Ben Sassi, Samia",Institut National de Neurologie de Tunis,Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,1,1,1,0,0,0,0,1,1
a3XS70000009InJMAU,1/22/2025,Ocre sc : replace our MA Iv by ocre sc,"According to pr ben Sassi , once the MA of ocre sc is hospilatory , it is a very good idea to replace the IV form by the sc , if it will accelerate the introduction of ocre sc",Access & Policy,Ocrevus sc,"Ben Sassi, Samia",Institut National de Neurologie de Tunis,Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,1,1,1,0,0,0,0,0,0
a3XS7000000B9j7MAC,3/2/2025,New ATSEP Board,"Election of a new ATSEP Board (PAG) - Impact on ongoing projects – and the established partnership with ATSEP
Action : visit the new board",Stakeholder Mapping,General/other,"Ben Mahmoud, Mohamed",L'Association Tunisienne des Malades de la Sclérose en Plaques (SEP ATSEP),Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,0,1,0,0,0,0,1,0,0
a3XS7000000BA2TMAW,3/2/2025,Pediatric MS: unmet needs,"Having more pts under OCRE 
Be careful !!!!! Red flag !!!! : off lable (under the age of 18) : trainings if needed – visits if needed",Medical Education & Practice,Ocrevus,"Triki, Chahnez",,Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,0,1,0,0,1,0,0,0,0
a3XS7000000Bg7BMAS,3/10/2025,Neuro ad hoc meetings in DPM : tender,Neuro ad hoc meetings in DPM to organise a consultation for interferon beta tender between ( Rebif - betaferon - Avonex and biosimilar of Rebif) . Plegridy (interferon pegylated) and other ABCRs are not concerned by this tender,Competitor Intelligence,General/other,"Gouider, Riadh",Hôpital Psychiatrique Razi - Neurology Unit,Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,1,1,0,1,0,0,0,0,1
a3XS7000000CE0nMAG,3/19/2025,Evrysdi HTA status,INEAS has drafted the HTA report concerning Evrysdi and shared it wih Experts for review and inputs. A meeting is expected after Aid El Fitr to share Their insights,Access & Policy,General/other,"Ben youssef turki, Ilhem",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,1
a3XS7000000CF6XMAW,3/19/2025,Congress of the SENP,The 2026 congress of the SENP (société européenne de neurologie pédiatrique) will take place in Tunisia,Multi-Tagging,General/other,"Kraoua, Ichraf",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,0,0,0,0,1
a3XS7000000E17WMAS,4/21/2025,SMA Patients adherence to MDT,"Sfax patients have averagely a good adherence to physiotherapy (sometimes delays can be seen), however a very good adherence to treatmenta nd doctor apointments",Medical Education & Practice,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1AjMAK,4/21/2025,SMA diagnosis_1st line HCPs,1st line HCPs (Paediatricians) aren't aware of SMA primary symptoms. confusing it with other diseases which creats a delay or a mis diagnosis - need to oraise awareness among 1st line HCPs on SMA and diagnosis criteria in order to improve patient identification specially for most sever types (type 1+++),Medical Education & Practice,General/other,"Triki, Chahnez",,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1AjMAK,4/21/2025,SMA diagnosis_1st line HCPs,1st line HCPs (Paediatricians) aren't aware of SMA primary symptoms. confusing it with other diseases which creats a delay or a mis diagnosis - need to oraise awareness among 1st line HCPs on SMA and diagnosis criteria in order to improve patient identification specially for most sever types (type 1+++),Medical Education & Practice,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1InMAK,4/21/2025,SMA patients adherence to MDT,"SMA patients are very adherent to their physiotherapy sessions, tretament and medical appointments",Medical Education & Practice,General/other,"Thouraya, Ben Younes",,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1M1MAK,4/21/2025,SMA MDT team-Sfax,"SMA MDT team in sfax includes: Neuropeadiatrics, physiotherapy, pulmonary, repiratory exploration, cardio,",Medical Education & Practice,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1PFMA0,4/21/2025,SMA MDT team-Tunis,"SMA MDT team in Tunis includes Neuropeaditrics, pulmonary, respiratory exploration, physiotherapy, nutrition, orthopeadics, orthophonist, genetics",Medical Education & Practice,General/other,"Kraoua, Ichraf",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1STMA0,4/21/2025,equipment used for SMA-Sfax,"Sfax team uses some scores to assess SMA progression, 
They use teh hammersmith motor function scale (specific to SMA) but they are others not specific to SMA, they have localized some scores from DMD for use in SMA (handy MOM), respiratory scale (Testing MRC)

in terms of physiotherapy and respiratory equipment, they are underequipped and they try to manage with the staff they have",Medical Education & Practice,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,1
a3XS7000000E1XJMA0,4/21/2025,SMA equipment- TUNIS,"Tunis team use scores specific too SMA (Hammersmith motor function scale, chop-intend..)

for physio and respiratory equipment, they remain underequipped specially for respiratory material",Medical Education & Practice,General/other,"Kraoua, Ichraf",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1c9MAC,4/21/2025,SMA diagnosis timelines,"as a neuronal disease, the sooner the diagnosis/tretaement the better outcomes are - NBS remains teh best option, however in absence of NBS we can deploy actions targetting 1st line HCPs (pediatrics+++) to spread knowledge on SMA orientation criteria and raise awarness about early diagnosis",Medical Education & Practice,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1c9MAC,4/21/2025,SMA diagnosis timelines,"as a neuronal disease, the sooner the diagnosis/tretaement the better outcomes are - NBS remains teh best option, however in absence of NBS we can deploy actions targetting 1st line HCPs (pediatrics+++) to spread knowledge on SMA orientation criteria and raise awarness about early diagnosis",Medical Education & Practice,General/other,"Triki, Chahnez",,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1gzMAC,4/21/2025,SMA diagnosis timelines-Tunis,"NBS is the best scenario, however we can't explore it without having a treatment availableawarness campaigns among pediatricians might be of a good use to reduce mis diagnosis and delay in diagnosis",Medical Education & Practice,General/other,"Ben youssef turki, Ilhem",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1gzMAC,4/21/2025,SMA diagnosis timelines-Tunis,"NBS is the best scenario, however we can't explore it without having a treatment availableawarness campaigns among pediatricians might be of a good use to reduce mis diagnosis and delay in diagnosis",Medical Education & Practice,General/other,"Kraoua, Ichraf",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1p3MAC,4/21/2025,SMA Patients to treat-Sfax,"if it's to chose, SMA patients with better chances need to be treated (type 2,3) - since type 1 is very severe with high complications and low life expectatncy in addition to delay in diagnosis/misdiagnosed, it might be wiser to treat type 2 (may be also type 3) since they can be diagnosed sooner since symptoms onset",Medical Education & Practice,General/other,"Triki, Chahnez",,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1sHMAS,4/21/2025,SMA patients profile for treatement-Sfax,"since the drug is expensive, here is a need to prioritize the sever life threatening phenotypes (type 1) wit an age capping at diagnoisi",Access & Policy,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000E1vVMAS,4/21/2025,SMA patients to treat- Sfax-mindset shift,every patient has the right to treatment - from doctor point of view every patients has the right to treatement,Medical Education & Practice,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E1yjMAC,4/21/2025,SMA patients to treat-Tunis 1,only peadiatric patients with type 1 or 2 - patients with type 3 SMA has a normal lifespan and mild symptoms thta don't usually threat the vital prongnosis,Access & Policy,General/other,"Ben youssef turki, Ilhem",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000E20LMAS,4/21/2025,SMA patients to treat-Tunis 2,"every SMA patient has the right for tretament regardless of age, type, symptoms severity...",Medical Education & Practice,General/other,"Kraoua, Ichraf",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E20LMAS,4/21/2025,SMA patients to treat-Tunis 2,"every SMA patient has the right for tretament regardless of age, type, symptoms severity...",Medical Education & Practice,General/other,"Thouraya, Ben Younes",,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000E23ZMAS,4/21/2025,Sfax Center to write a letter to MoH regarding SMA,a letter is to be sent to MoH to request inclusion of SMA in the chronic diseases list and acceleration of MA,Access & Policy,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000E23ZMAS,4/21/2025,Sfax Center to write a letter to MoH regarding SMA,a letter is to be sent to MoH to request inclusion of SMA in the chronic diseases list and acceleration of MA,Access & Policy,General/other,"Triki, Chahnez",,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000E25BMAS,4/21/2025,Tunis center to write a letter to MOH,a letter is to be sent to MoH to request inclusion of SMA in the chronic diseases list and acceleration of MA,Access & Policy,General/other,"Kraoua, Ichraf",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000E25BMAS,4/21/2025,Tunis center to write a letter to MOH,a letter is to be sent to MoH to request inclusion of SMA in the chronic diseases list and acceleration of MA,Access & Policy,General/other,"Ben youssef turki, Ilhem",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000E28PMAS,4/21/2025,Tunis center to request participation to technical committee,Tunis neuropadiatrics dpt is intending to write to the MoH to request being present during TC meetings since there is no neuropediatrician in the TC,Access & Policy,General/other,"Ben youssef turki, Ilhem",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,1
a3XS7000000E28PMAS,4/21/2025,Tunis center to request participation to technical committee,Tunis neuropadiatrics dpt is intending to write to the MoH to request being present during TC meetings since there is no neuropediatrician in the TC,Access & Policy,General/other,"Kraoua, Ichraf",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,1
a3XS7000000E2A1MAK,4/21/2025,Evrysdi tablets,Sfax dpt expressed the need for evrysdi tablets to be filed in Tunisia for more suitable storing and dispensation (no constitution) regimen,Access & Policy,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,1
a3XS7000000E2A1MAK,4/21/2025,Evrysdi tablets,Sfax dpt expressed the need for evrysdi tablets to be filed in Tunisia for more suitable storing and dispensation (no constitution) regimen,Access & Policy,General/other,"Triki, Chahnez",,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,1
a3XS7000000E2DFMA0,4/21/2025,SMA patients fo treatement,"all types have the right to treatement, and Tunis center has filed 6 requests for treatement with 1 patient being type 3",Medical Education & Practice,General/other,"Thouraya, Ben Younes",,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000EFonMAG,4/23/2025,Dr Turki participation to COPMAN 2025 in Benin,Dr Turki is frustrated that she was counting on Roche support to organize the panafrican NMD congress and that afterwords Roche can't support anymore - She already tried to get support from the scientific society but they also can't do that,Stakeholder Mapping,General/other,"Ben youssef turki, Ilhem",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,0,0,1,0,1
a3XS7000000EmPlMAK,4/30/2025,SMA type 1 patient identified at INNT,"new SMA type 1 patient identified with severe symptoms progressing for 3 weeks - a type 1 patient was identified at INNT.
the patient aged 3 months presented respiratory symptoms during 3 weeks untill resppiratory function deterioration. after consulting in the patient natal city, she was oriented to INNT for suspiscion of neurological disease. 
neurodeprtment drs of INNT has kept SMA diagnosis and performed the gene testing",Medical Education & Practice,General/other,"Thouraya, Ben Younes",,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000K1O9MAK,7/2/2025,Evrysdi medical value vs price in Tunisia-Tunisia,Dr Triki informed us that alignement meeting was held with INEAS and emphasized that all the parties (including HTA) are recognizing the medical value and the need to have Evrysdi in tunisia. However the price hurdle is still a big concerning for an expensive  life-time treatment that might not be affordable at this price level.,Access & Policy,General/other,"Triki, Chahnez",,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,1
a3XS7000000L6aHMAS,7/15/2025,Ocrevus : programme d’indigents,"Les quantitées fournies dans le cadre du programme indigents : 10% des ventes d’ocrevus ne suffisent plus a couvrir les besoins = decalage de 3 et 4 mois dans le renouvellement , refus des nouveaux patients , problemes entre pharmaciens d’hopitaux et direction pharmacie de la DSSB",Access & Policy,Ocrevus,"Amri, Mohamed",Hôpital Habib Bourguiba de Sfax - Neurology Dept,Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,0,1,1,0,0,0,0,0,0
a3XS7000000L6lZMAS,7/15/2025,PV : un choc Anaphylactique sous Ocrevus,"Le service de neurologie de Sfax a rapporté un etat de choc anaphylactique avec detresse respiratoire sous Ocrevus 
Cas rapporté en PV",Medical Education & Practice,Ocrevus,"Dammak, Mariem",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Mohamed Tahar Bechir Mokdad,0,1,0,0,1,0,0,0,0
a3XS7000000LyM9MAK,7/28/2025,Evrysdi assessment by INEAS,Dr Turki shared that INEAS report recognizes the hudge unmet medical need in SMA and the value of Evrysdi as disease modifying treatement. However price concerns are very limitating. INEAS has provided a guidance for a big price dicrease request,Access & Policy,General/other,"Ben youssef turki, Ilhem",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000LyPNMA0,7/28/2025,1st Court approval for treatement by Evrysdi,"Dr Ben Younes informed us that teh family of a SMA type 1 patient went to coyrt in order to request Evrysdi treatement for their child after rejection by CNAM. On thursday 24th 2025, the patient won the case and the treatment shoul be delivered by CNAM after local purchase process",Access & Policy,General/other,"Thouraya, Ben Younes",,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000O9WnMAK,9/2/2025,SMA diagnosis_Sfax,"Dr Kammoun declared that they haven't seen a new SMA diagnosed patient in 3 years, tackling the mis diagnosis and the lack of knowledge among 1st line (peds)",Medical Education & Practice,General/other,"Kammoun, Fatma",Centre Hôspitalier Universitaire Hédi Chaker de Sfax - Neurology Dept,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,1,0,0,0,0
a3XS7000000O9a1MAC,9/2/2025,Evrysdi_CT/INEAS,"INEAS presented the Evrysdi report to TC with recommendation to decrease price by 95%.
this dicrease is to match price range from other countries (with GDP >>> Tunisia)",Access & Policy,General/other,"Gouider, Riadh",Hôpital Psychiatrique Razi - Neurology Unit,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000O9mvMAC,9/2/2025,Rare Diseases-Tunisia,"Rare diseases are a major Health/economic problem in Tunisia. If gathered, they can have a hudge patient pool and the Authorities din't have any strategy to manage them. the Rare disease fund raising projects has been reopened by the current MoH.",Strategic Partnership,General/other,"Gouider, Riadh",Hôpital Psychiatrique Razi - Neurology Unit,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,0,0,0,1,0
a3XS7000000O9q9MAC,9/2/2025,How to secure Access to Evrysdi,Roche needs to approach all stakeholders concerning the hudge unmet medical need in SMA and plan with Sephire sessions on fund raising for Rare disease where we need to invite HA and payers,Strategic Partnership,General/other,"Gouider, Riadh",Hôpital Psychiatrique Razi - Neurology Unit,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,0,0,0,1,0
a3XS7000000S3sbMAC,10/16/2025,Scientific committee Neurology,Scientific Neurology Committee is expected to happen in December 2025. Risdiplma presymptomatic indication is on the list,Access & Policy,General/other,"Kraoua, Ichraf",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,1,0,0,0,0,0,0
a3XS7000000S4lRMAS,10/16/2025,NBS SMA,Pediatric Neurology working group within DSSB have presented plans for NBS for phenylketonuria and hypothyroidisme. They are willing to add SMA to the NBS list,Strategic Partnership,General/other,"Kraoua, Ichraf",Institut National de Neurologie de Tunis,Tunisia,Neurology,Nahawand Jridi,0,1,0,0,0,0,0,1,0
